b,4479557.072,337660.515,2066.053,
45384,4479570.990,337663.226,2065.876,
45386,4479585.160,337638.711,2065.749,
45388,4479597.381,337608.648,2065.491,
45390,4479620.258,337588.356,2064.600,
45392,4479649.703,337576.506,2063.899,
45394,4479675.839,337558.212,2064.275,
45396,4479698.489,337537.970,2063.850,
45398,4479724.107,337525.083,2064.488,
45400,4479747.841,337506.339,2064.690,
45402,4479775.331,337488.191,2065.670,
45404,4479798.479,337470.387,2065.812,
45406,4479821.878,337450.174,2065.185,
45408,4479840.935,337431.926,2063.444,
45410,4479865.939,337414.533,2061.775,
45412,4479891.177,337401.905,2060.732,
45414,4479919.413,337389.505,2059.504,
45416,4479945.059,337375.372,2058.830,
45418,4479974.104,337368.359,2058.028,
45420,4480003.717,337366.671,2057.408,
45422,4480035.269,337366.297,2056.757,
45424,4480060.876,337356.534,2056.593,
45426,4480086.717,337346.872,2056.526,
45428,4480117.356,337333.121,2056.066,
45430,4480146.028,337326.851,2054.947,
45432,4480178.377,337327.048,2054.602,
45434,4480199.306,337299.790,2054.086,
45436,4480224.878,337283.399,2053.779,
45438,4480255.645,337271.905,2053.823,
45440,4480284.234,337260.829,2053.839,
45442,4480311.326,337249.286,2053.564,
45444,4480337.488,337237.916,2052.084,
45446,4480365.769,337227.735,2052.067,
45448,4480393.810,337214.462,2052.053,
45450,4480420.174,337202.952,2051.328,
45452,4480449.757,337189.992,2050.736,
45454,4480475.882,337176.077,2049.625,
45456,4480502.981,337161.571,2049.042,
45458,4480527.091,337151.379,2048.761,
45460,4480558.340,337143.872,2048.123,
45462,4480586.125,337134.302,2047.616,
45464,4480612.880,337122.731,2047.456,
45466,4480637.164,337108.530,2046.440,
45468,4480665.722,337096.084,2045.832,
45470,4480691.069,337079.807,2045.286,
45472,4480716.560,337066.010,2044.894,
45474,4480746.801,337059.247,2043.784,
45476,4480777.345,337050.303,2044.306,
45478,4480805.177,337054.011,2043.663,
45480,4480836.984,337054.661,2043.003,
45482,4480867.861,337056.924,2041.374,
45484,4480894.855,337059.026,2041.032,
45486,4480922.127,337058.177,2040.346,
45488,4480948.502,337057.585,2040.117,
45490,4480972.781,337056.277,2039.785,
45492,4481012.099,337053.027,2039.374,
45494,4481045.334,337050.806,2038.997,
45496,4481076.001,337045.528,2038.468,
45498,4481104.330,337040.890,2037.839,
45500,4481134.218,337038.215,2037.456,
45502,4481161.980,337035.622,2036.614,
45504,4481195.431,337031.140,2036.937,
45506,4481223.687,337021.993,2037.381,
45508,4481250.991,337009.095,2037.435,
45510,4481278.242,336996.433,2037.024,
45512,4481304.949,336983.493,2036.939,
45514,4481332.467,336970.140,2037.414,
45516,4481356.930,336951.765,2037.239,
45518,4481373.703,336928.773,2037.095,
45520,4481395.146,336901.179,2036.332,
45522,4481411.535,336879.609,2035.465,
45524,4481430.725,336855.117,2035.318,
45526,4481447.339,336833.009,2035.565,
45528,4481464.615,336808.273,2033.868,
