Name,X,Y,Z
45416,337375.372,4479945.059,2058.83
45417,337370.009,4479958.888,2070.788
45418,337368.359,4479974.104,2058.028
45419,337371.527,4479990.401,2070.807
45420,337366.671,4480003.717,2057.408
45421,337366.9,4480019.245,2069.411
45422,337366.297,4480035.269,2056.757
45423,337363.24,4480047.647,2069.199
45424,337356.534,4480060.876,2056.593
45425,337348.755,4480077.29,2069.033
45426,337346.872,4480086.717,2056.526
45427,337338.416,4480103.899,2068.758
45428,337333.121,4480117.356,2056.066
45429,337330.207,4480130.604,2068.286
45430,337326.851,4480146.028,2054.947
45431,337324.29,4480163.962,2067.046
45432,337327.048,4480178.377,2054.602
45433,337311.445,4480187.261,2066.767
45434,337299.79,4480199.306,2054.086
45435,337290.304,4480214.572,2066.164
45436,337283.399,4480224.878,2053.779
45437,337275.697,4480239.787,2066.108
45438,337271.905,4480255.645,2053.823
45439,337266.987,4480268.488,2066.348
45440,337260.829,4480284.234,2053.839
45441,337254.982,4480297.937,2065.956
45442,337249.286,4480311.326,2053.564
45443,337243.872,4480323.655,2065.42
45444,337237.916,4480337.488,2052.084
45445,337232.628,4480350.166,2064.164
45446,337227.735,4480365.769,2052.067
45447,337221.194,4480378.702,2064.79
45448,337214.462,4480393.81,2052.053
45449,337209.492,4480405.301,2064.265
45450,337202.952,4480420.174,2051.328
45451,337196.261,4480434.522,2063.197
45452,337189.992,4480449.757,2050.736
45453,337182.944,4480463.741,2062.625
45454,337176.077,4480475.882,2049.625
45455,337170.223,4480488.767,2061.922
45456,337161.571,4480502.981,2049.042
45457,337154.657,4480517.228,2061.325
45458,337151.379,4480527.091,2048.761
45459,337148.059,4480541.77,2060.992
45460,337143.872,4480558.34,2048.123
45461,337140.368,4480571.499,2060.296
45462,337134.302,4480586.125,2047.616
45463,337129.389,4480597.992,2060.005
45464,337122.731,4480612.88,2047.456
45465,337117.078,4480624.919,2059.294
45466,337108.53,4480637.164,2046.44
45467,337103.241,4480652.465,2058.103
45468,337096.084,4480665.722,2045.832
45469,337087.826,4480678.384,2057.85
45470,337079.807,4480691.069,2045.286
45471,337072.033,4480703.104,2057.656
45472,337066.01,4480716.56,2044.894
45473,337058.162,4480731.172,2057.338
45474,337059.247,4480746.801,2043.784
45475,337056.406,4480761.611,2055.476
45476,337050.303,4480777.345,2044.306
45477,337051.773,4480790.657,2056.464
45478,337054.011,4480805.177,2043.663
45479,337054.668,4480820.771,2055.965
45480,337054.661,4480836.984,2043.003
45481,337055.093,4480851.57,2055.103
45482,337056.924,4480867.861,2041.374
45483,337059.42,4480882.09,2053.98
45484,337059.026,4480894.855,2041.032
45485,337058.607,4480906.511,2053.129
45486,337058.177,4480922.127,2040.346
45487,337058.243,4480936.426,2052.638
45488,337057.585,4480948.502,2040.117
45489,337056.908,4480958.232,2052.453
45490,337056.277,4480972.781,2039.785
45491,337054.935,4480990.656,2051.566
45492,337053.027,4481012.099,2039.374
45493,337051.991,4481027.036,2051.488
45494,337050.806,4481045.334,2038.997
45495,337048.499,4481060.43,2051.192
45496,337045.528,4481076.001,2038.468
45497,337043.081,4481089.8,2050.562
45498,337040.89,4481104.33,2037.839
45499,337039.731,4481117.301,2050.261
45500,337038.215,4481134.218,2037.456
45501,337036.419,4481149.907,2049.987
45502,337035.622,4481161.98,2036.614
45503,337037.576,4481178.194,2049.528
45504,337031.14,4481195.431,2036.937
45505,337026.279,4481208.758,2049.808
45506,337021.993,4481223.687,2037.381
45507,337016.24,4481238.048,2049.484
45508,337009.095,4481250.991,2037.435
45509,337002.683,4481265.15,2049.643
45510,336996.433,4481278.242,2037.024
45511,336990.354,4481291.032,2049.341
45512,336983.493,4481304.949,2036.939
45513,336975.77,4481321.02,2049.657
45514,336970.14,4481332.467,2037.414
45515,336963.529,4481344.237,2049.786
45516,336951.765,4481356.93,2037.239
45517,336939.735,4481365.865,2049.572
45518,336928.773,4481373.703,2037.095
45519,336915.49,4481383.315,2049.328
45520,336901.179,4481395.146,2036.332
45521,336888.035,4481405.486,2048.224
45522,336879.609,4481411.535,2035.465
45523,336867.252,4481421.507,2047.758
45524,336855.117,4481430.725,2035.318
45525,336845.21,4481437.814,2047.901
45526,336833.009,4481447.339,2035.565
45527,336819.397,4481457.247,2047.391
45528,336808.273,4481464.615,2033.868
45529,336798.464,4481473.552,2046.081
45530,336785.175,4481483.589,2046.415
45531,336776.692,4481495.921,2049.406
