Label,Northing,Easting,Elevation,Source
45157,4476798.645,339223.55,2172.324,r520_05-20
45158,4476812.387,339222.38,2172.068,r520_05-20
45159,4476828.715,339221.815,2171.548,r520_05-20
45160,4476842.167,339220.729,2171.139,r520_05-20
45161,4476857.286,339219.446,2170.83,r520_05-20
45162,4476871.894,339217.553,2170.469,r520_05-20
45163,4476887.27,339213.711,2169.453,r520_05-20
45164,4476897.843,339210.09,2168.683,r520_05-20
45165,4476913.679,339204.656,2167.845,r520_05-20
45166,4476925.995,339197.59,2167.214,r520_05-20
45167,4476941.525,339189.038,2166.681,r520_05-20
45168,4476952.243,339180.966,2166.193,r520_05-20
45169,4476964.272,339172.582,2165.693,r520_05-20
45170,4476977.607,339161.701,2165.314,r520_05-20
45171,4476989.385,339144.037,2164.567,r520_05-20
45172,4476994.36,339134.782,2164.028,r520_05-20
45173,4476999.887,339122.687,2163.599,r520_05-20
45174,4477007.083,339107.765,2163.425,r520_05-20
45175,4477011.442,339094.56,2163.092,r520_05-20
45176,4477013.836,339078.967,2162.242,r520_05-20
45177,4477016.212,339062.85,2161.572,r520_05-20
45178,4477018.9,339048.53,2160.974,r520_05-20
45179,4477021.255,339032.915,2160.04,r520_05-20
45180,4477022.603,339020.325,2159.076,r520_05-20
45181,4477027.65,339005.724,2158.243,r520_05-20
45182,4477034.07,338991.46,2157.558,r520_05-20
45183,4477040.129,338980.007,2157.16,r520_05-20
45184,4477044.06,338962.168,2157.079,r520_05-20
45185,4477063.39,338956.746,2156.609,r520_05-20
45186,4477075.804,338950.999,2156.545,r520_05-20
45187,4477086.933,338944.606,2156.286,r520_05-20
45188,4477100.415,338935.118,2155.897,r520_05-20
45189,4477113.079,338925.266,2155.312,r520_05-20
45190,4477125.011,338916.017,2154.891,r520_05-20
45192,4477151.203,338897.221,2154.796,r520_05-20
45194,4477172.719,338879.548,2154.121,r520_05-20
45196,4477195.14,338857.996,2152.608,r520_05-20
45198,4477218.032,338832.682,2152.318,r520_05-20
45200,4477239.083,338818.122,2151.562,r520_05-20
45202,4477264.566,338809.261,2150.787,r520_05-20
45204,4477291.326,338802.273,2149.585,r520_05-20
45206,4477333.075,338793.387,2147.531,r520_05-20
45208,4477359.219,338789.942,2146.302,r520_05-20
45210,4477385.409,338780.905,2145.066,r520_05-20
45212,4477409.424,338763.308,2144.187,r520_05-20
45214,4477439.066,338756.436,2143.307,r520_05-20
45216,4477465.594,338756.515,2143.441,r520_05-20
45218,4477494.995,338757.597,2143.59,r520_05-20
45220,4477512.841,338737.101,2142.982,r520_05-20
45222,4477537.626,338712.923,2141.999,r520_05-20
45224,4477556.342,338705.284,2141.168,r520_05-20
45226,4477588.937,338706.26,2139.215,r520_05-20
45384,4479570.99,337663.226,2065.876,r121_05-21
45386,4479585.16,337638.711,2065.749,r121_05-21
45388,4479597.381,337608.648,2065.491,r121_05-21
45390,4479620.258,337588.356,2064.6,r121_05-21
45392,4479649.703,337576.506,2063.899,r121_05-21
45394,4479675.839,337558.212,2064.275,r121_05-21
45396,4479698.489,337537.97,2063.85,r121_05-21
45398,4479724.107,337525.083,2064.488,r121_05-21
45400,4479747.841,337506.339,2064.69,r121_05-21
45402,4479775.331,337488.191,2065.67,r121_05-21
45404,4479798.479,337470.387,2065.812,r121_05-21
45406,4479821.878,337450.174,2065.185,r121_05-21
45408,4479840.935,337431.926,2063.444,r121_05-21
45410,4479865.939,337414.533,2061.775,r121_05-21
45412,4479891.177,337401.905,2060.732,r121_05-21
45414,4479919.413,337389.505,2059.504,r121_05-21
45416,4479945.059,337375.372,2058.83,r121_05-21
45418,4479974.104,337368.359,2058.028,r121_05-21
45420,4480003.717,337366.671,2057.408,r121_05-21
45422,4480035.269,337366.297,2056.757,r121_05-21
45424,4480060.876,337356.534,2056.593,r121_05-21
45426,4480086.717,337346.872,2056.526,r121_05-21
45428,4480117.356,337333.121,2056.066,r121_05-21
45430,4480146.028,337326.851,2054.947,r121_05-21
45432,4480178.377,337327.048,2054.602,r121_05-21
45434,4480199.306,337299.79,2054.086,r121_05-21
45436,4480224.878,337283.399,2053.779,r121_05-21
45438,4480255.645,337271.905,2053.823,r121_05-21
45440,4480284.234,337260.829,2053.839,r121_05-21
45442,4480311.326,337249.286,2053.564,r121_05-21
45444,4480337.488,337237.916,2052.084,r121_05-21
45446,4480365.769,337227.735,2052.067,r121_05-21
45448,4480393.81,337214.462,2052.053,r121_05-21
45450,4480420.174,337202.952,2051.328,r121_05-21
45452,4480449.757,337189.992,2050.736,r121_05-21
45454,4480475.882,337176.077,2049.625,r121_05-21
45456,4480502.981,337161.571,2049.042,r121_05-21
45458,4480527.091,337151.379,2048.761,r121_05-21
45460,4480558.34,337143.872,2048.123,r121_05-21
45462,4480586.125,337134.302,2047.616,r121_05-21
45464,4480612.88,337122.731,2047.456,r121_05-21
45466,4480637.164,337108.53,2046.44,r121_05-21
45468,4480665.722,337096.084,2045.832,r121_05-21
45470,4480691.069,337079.807,2045.286,r121_05-21
45472,4480716.56,337066.01,2044.894,r121_05-21
45474,4480746.801,337059.247,2043.784,r121_05-21
45476,4480777.345,337050.303,2044.306,r121_05-21
45478,4480805.177,337054.011,2043.663,r121_05-21
45480,4480836.984,337054.661,2043.003,r121_05-21
45482,4480867.861,337056.924,2041.374,r121_05-21
45484,4480894.855,337059.026,2041.032,r121_05-21
45486,4480922.127,337058.177,2040.346,r121_05-21
45488,4480948.502,337057.585,2040.117,r121_05-21
45490,4480972.781,337056.277,2039.785,r121_05-21
45492,4481012.099,337053.027,2039.374,r121_05-21
45494,4481045.334,337050.806,2038.997,r121_05-21
45496,4481076.001,337045.528,2038.468,r121_05-21
45498,4481104.33,337040.89,2037.839,r121_05-21
45500,4481134.218,337038.215,2037.456,r121_05-21
45502,4481161.98,337035.622,2036.614,r121_05-21
45504,4481195.431,337031.14,2036.937,r121_05-21
45506,4481223.687,337021.993,2037.381,r121_05-21
45508,4481250.991,337009.095,2037.435,r121_05-21
45510,4481278.242,336996.433,2037.024,r121_05-21
45512,4481304.949,336983.493,2036.939,r121_05-21
45514,4481332.467,336970.14,2037.414,r121_05-21
45516,4481356.93,336951.765,2037.239,r121_05-21
45518,4481373.703,336928.773,2037.095,r121_05-21
45520,4481395.146,336901.179,2036.332,r121_05-21
45522,4481411.535,336879.609,2035.465,r121_05-21
45524,4481430.725,336855.117,2035.318,r121_05-21
45526,4481447.339,336833.009,2035.565,r121_05-21
45528,4481464.615,336808.273,2033.868,r121_05-21
45383,4479560.55,337676.814,2066.596,r221_05-21
45381,4479539.798,337690.651,2066.808,r221_05-21
45379,4479509.586,337708.456,2067.647,r221_05-21
45377,4479482.257,337724.141,2068.98,r221_05-21
45375,4479456.107,337729.85,2069.075,r221_05-21
45373,4479425.149,337729.764,2070.121,r221_05-21
45371,4479392.999,337734.483,2071.552,r221_05-21
45369,4479365.697,337739.443,2072.607,r221_05-21
45367,4479337.007,337749.518,2072.331,r221_05-21
45365,4479306.742,337756.541,2073.019,r221_05-21
45363,4479278.807,337763.793,2074.477,r221_05-21
45361,4479249.3,337767.32,2074.617,r221_05-21
45359,4479221.121,337775.379,2074.96,r221_05-21
45357,4479189.589,337777.261,2075.771,r221_05-21
45355,4479159.02,337780.35,2077.008,r221_05-21
45353,4479130.752,337792.477,2077.892,r221_05-21
45351,4479113.219,337815.747,2078.795,r221_05-21
45349,4479100.914,337844.373,2079.722,r221_05-21
45347,4479090.107,337868.885,2080.763,r221_05-21
45345,4479073.72,337892.345,2081.951,r221_05-21
45343,4479055.04,337917.752,2082.786,r221_05-21
45341,4479036.453,337941.763,2083.978,r221_05-21
45339,4479023.117,337966.121,2085.427,r221_05-21
45337,4479005.366,337989.585,2086.079,r221_05-21
45335,4478982.731,338011.509,2086.296,r221_05-21
45333,4478957.572,338028.593,2086.525,r221_05-21
45331,4478930.988,338043.316,2088.015,r221_05-21
45329,4478903.139,338057.781,2088.525,r221_05-21
45327,4478878.463,338077.958,2089.497,r221_05-21
45325,4478861.001,338099.849,2091.362,r221_05-21
45323,4478840.965,338120.083,2093.653,r221_05-21
45321,4478818.904,338137.358,2095.088,r221_05-21
45319,4478787.155,338148.722,2095.201,r221_05-21
45317,4478761.018,338164.687,2095.788,r221_05-21
45315,4478727.593,338158.112,2096.824,r221_05-21
45313,4478697.578,338173.989,2097.986,r221_05-21
45311,4478666.297,338179.436,2098.873,r221_05-21
45309,4478643.113,338185.981,2099.558,r221_05-21
45307,4478621.38,338191.87,2100.048,r221_05-21
45305,4478601.323,338203.55,2100.545,r221_05-21
45303,4478582.639,338225.306,2102.173,r221_05-21
45301,4478554.976,338239.529,2102.723,r221_05-21
45299,4478523.328,338237.444,2103.525,r221_05-21
45297,4478491.246,338240.618,2104.837,r221_05-21
45382,4479547.179,337686.824,2066.847,r321_05-21
45380,4479525.983,337699.998,2067.035,r321_05-21
45378,4479496.851,337716.954,2068.434,r321_05-21
45376,4479470.804,337727.817,2069.046,r321_05-21
45374,4479441.032,337729.806,2069.584,r321_05-21
45372,4479409.422,337731.266,2070.702,r321_05-21
45370,4479382.031,337735.99,2072.009,r321_05-21
45368,4479350.864,337744.774,2072.506,r321_05-21
45366,4479321.88,337753.326,2072.619,r321_05-21
45364,4479293.189,337760.329,2073.746,r321_05-21
45362,4479262.76,337758.306,2074.629,r321_05-21
45360,4479234.574,337774.045,2074.762,r321_05-21
45358,4479204.659,337775.838,2075.166,r321_05-21
45356,4479174.535,337779.393,2076.264,r321_05-21
45354,4479142.767,337783.804,2077.647,r321_05-21
45352,4479120.589,337803.337,2078.266,r321_05-21
45350,4479107.146,337830.172,2079.153,r321_05-21
45348,4479098.203,337854.835,2080.147,r321_05-21
45346,4479082.048,337880.835,2081.278,r321_05-21
45344,4479064.038,337904.492,2082.389,r321_05-21
45342,4479045.567,337929.287,2083.197,r321_05-21
45340,4479030.081,337954.308,2084.826,r321_05-21
45338,4479014.794,337977.125,2085.81,r321_05-21
45336,4478994.092,338002.269,2086.187,r321_05-21
45334,4478970.857,338019.814,2086.319,r321_05-21
45332,4478944.881,338035.652,2087.225,r321_05-21
45330,4478917.452,338050.502,2088.334,r321_05-21
45328,4478888.363,338069.195,2089.191,r321_05-21
45326,4478871.839,338086.868,2090.382,r321_05-21
45324,4478850.422,338110.094,2092.391,r321_05-21
45322,4478830.739,338129.616,2094.651,r321_05-21
45320,4478803.76,338143.522,2095.005,r321_05-21
45318,4478776.409,338156.473,2095.299,r321_05-21
45316,4478742.616,338157.894,2096.38,r321_05-21
45314,4478711.851,338159.607,2097.291,r321_05-21
45312,4478682.278,338176.415,2098.48,r321_05-21
45310,4478650.982,338184.301,2099.609,r321_05-21
45308,4478634.834,338189.423,2100.114,r321_05-21
45306,4478611.195,338197.688,2100.712,r321_05-21
45304,4478588.768,338214.066,2100.973,r321_05-21
45302,4478570.169,338235.375,2102.502,r321_05-21
45300,4478541.556,338239.41,2102.981,r321_05-21
45298,4478509.541,338237.762,2104.212,r321_05-21
45296,4478475.913,338244.882,2105.388,r321_05-21
45294,4478461.388,338249.66,2106.138,r321_05-21
45293,4478446.221,338253.222,2106.511,r321_05-21
45292,4478430.59,338253.865,2107.02,r321_05-21
45291,4478415.113,338254.08,2107.278,r321_05-21
45290,4478400.581,338254.172,2107.599,r321_05-21
45289,4478386.806,338257.198,2107.81,r321_05-21
45288,4478372.926,338262.069,2108.287,r321_05-21
45287,4478361.105,338269.633,2108.739,r321_05-21
45286,4478348.318,338277.283,2109.409,r321_05-21
45285,4478336.428,338284.363,2109.972,r321_05-21
45284,4478324.342,338291.583,2110.858,r321_05-21
45283,4478312.118,338297.342,2112.046,r321_05-21
45282,4478296.82,338300.476,2113.204,r321_05-21
45281,4478282.039,338299.827,2114.194,r321_05-21
45280,4478264.584,338294.602,2114.721,r321_05-21
45279,4478249.653,338298.796,2115.179,r321_05-21
45278,4478235.794,338305.625,2115.857,r321_05-21
45277,4478226.179,338320.087,2116.681,r321_05-21
45276,4478214.655,338329.345,2117.267,r321_05-21
45275,4478203.472,338336.315,2117.54,r321_05-21
45274,4478189.875,338346.006,2117.719,r321_05-21
45273,4478177.264,338354.652,2117.77,r321_05-21
45272,4478163.681,338361.749,2117.9,r321_05-21
45271,4478149.822,338367.818,2118.241,r321_05-21
45270,4478137.944,338372.702,2118.897,r321_05-21
45269,4478124.124,338378.809,2119.869,r321_05-21
45268,4478110.573,338385.49,2120.404,r321_05-21
45267,4478097.641,338392.962,2120.655,r321_05-21
45266,4478085.066,338401.661,2121.044,r321_05-21
45265,4478072.404,338408.277,2121.89,r321_05-21
45264,4478054.707,338407.31,2121.778,r321_05-21
45263,4478040.304,338405.132,2121.603,r321_05-21
45262,4478023.218,338405.16,2121.58,r321_05-21
45261,4478007.815,338408.273,2121.62,r321_05-21
45260,4477992.507,338413.331,2121.972,r321_05-21
45259,4477979.703,338419.868,2122.767,r321_05-21
45258,4477973.459,338427.616,2123.213,r321_05-21
45257,4477965.515,338441.235,2123.312,r321_05-21
45256,4477957.267,338454.66,2123.975,r321_05-21
45255,4477948.401,338467.036,2124.243,r321_05-21
45254,4477937.264,338478.11,2124.855,r321_05-21
45253,4477923.649,338486.984,2125.466,r321_05-21
45252,4477911.265,338492.946,2125.583,r321_05-21
45251,4477896.489,338500.795,2126.587,r321_05-21
45250,4477881.57,338505.356,2126.828,r321_05-21
45249,4477872.447,338507.109,2127.148,r321_05-21
45248,4477857.791,338509.11,2127.795,r321_05-21
45247,4477842.695,338510.524,2128.677,r321_05-21
45246,4477829.252,338512.572,2129.442,r321_05-21
45245,4477816.078,338517.273,2130.107,r321_05-21
45244,4477801.745,338530.218,2131.33,r321_05-21
45243,4477795.68,338538.807,2132.106,r321_05-21
45242,4477789.348,338550.114,2132.721,r321_05-21
45241,4477785.784,338565.307,2132.726,r321_05-21
45240,4477777.015,338578.055,2132.679,r321_05-21
45239,4477755.732,338583.084,2132.901,r321_05-21
45238,4477744.673,338586.996,2133.611,r321_05-21
45237,4477729.602,338592.053,2134.065,r321_05-21
45236,4477715.027,338597.985,2134.619,r321_05-21
45235,4477703.249,338607.603,2134.889,r321_05-21
45234,4477695.404,338620.212,2134.982,r321_05-21
45233,4477689.844,338636.397,2135.312,r321_05-21
45232,4477688.714,338658.578,2136.11,r321_05-21
45385,4479579.15,337651.532,2078.51,r421_05-21
45387,4479587.922,337620.596,2077.946,r421_05-21
45389,4479608.554,337598.425,2077.482,r421_05-21
45391,4479637.194,337583.732,2076.367,r421_05-21
45393,4479662.548,337566.96,2076.291,r421_05-21
45395,4479687.946,337545.553,2076.294,r421_05-21
45397,4479711.262,337532.562,2077.127,r421_05-21
45399,4479736.292,337516.299,2077.082,r421_05-21
45401,4479766.987,337496.07,2078.024,r421_05-21
45403,4479786.762,337479.05,2078.345,r421_05-21
45405,4479811.412,337459.661,2078.046,r421_05-21
45407,4479831.168,337439.997,2076.596,r421_05-21
45409,4479853.124,337422.741,2074.947,r421_05-21
45411,4479876.437,337409.65,2074.09,r421_05-21
45413,4479905.72,337396.023,2072.424,r421_05-21
45415,4479931.941,337382.566,2071.621,r421_05-21
45417,4479958.888,337370.009,2070.788,r421_05-21
45419,4480003.703,337366.753,2069.841,r421_05-21
45419-1,4479990.401,337371.527,2070.807,r421_05-21
45421,4480019.245,337366.9,2069.411,r421_05-21
45423,4480047.647,337363.24,2069.199,r421_05-21
45425,4480077.29,337348.755,2069.033,r421_05-21
45427,4480103.899,337338.416,2068.758,r421_05-21
45429,4480130.604,337330.207,2068.286,r421_05-21
45431,4480163.962,337324.29,2067.046,r421_05-21
45433,4480187.261,337311.445,2066.767,r421_05-21
45435,4480214.572,337290.304,2066.164,r421_05-21
45437,4480239.787,337275.697,2066.108,r421_05-21
45439,4480268.488,337266.987,2066.348,r421_05-21
45441,4480297.937,337254.982,2065.956,r421_05-21
45443,4480323.655,337243.872,2065.42,r421_05-21
45445,4480350.166,337232.628,2064.164,r421_05-21
45447,4480378.702,337221.194,2064.79,r421_05-21
45449,4480405.301,337209.492,2064.265,r421_05-21
45451,4480434.522,337196.261,2063.197,r421_05-21
45453,4480463.741,337182.944,2062.625,r421_05-21
45455,4480488.767,337170.223,2061.922,r421_05-21
45457,4480517.228,337154.657,2061.325,r421_05-21
45459,4480541.77,337148.059,2060.992,r421_05-21
45461,4480571.499,337140.368,2060.296,r421_05-21
45463,4480597.992,337129.389,2060.005,r421_05-21
45465,4480624.919,337117.078,2059.294,r421_05-21
45467,4480652.465,337103.241,2058.103,r421_05-21
45469,4480678.384,337087.826,2057.85,r421_05-21
45471,4480703.104,337072.033,2057.656,r421_05-21
45473,4480731.172,337058.162,2057.338,r421_05-21
45475,4480761.611,337056.406,2055.476,r421_05-21
45477,4480790.657,337051.773,2056.464,r421_05-21
45479,4480820.771,337054.668,2055.965,r421_05-21
45481,4480851.57,337055.093,2055.103,r421_05-21
45483,4480882.09,337059.42,2053.98,r421_05-21
45485,4480906.511,337058.607,2053.129,r421_05-21
45487,4480936.426,337058.243,2052.638,r421_05-21
45489,4480958.232,337056.908,2052.453,r421_05-21
45491,4480990.656,337054.935,2051.566,r421_05-21
45493,4481027.036,337051.991,2051.488,r421_05-21
45495,4481060.43,337048.499,2051.192,r421_05-21
45497,4481089.8,337043.081,2050.562,r421_05-21
45499,4481117.301,337039.731,2050.261,r421_05-21
45501,4481149.907,337036.419,2049.987,r421_05-21
45503,4481178.194,337037.576,2049.528,r421_05-21
45505,4481208.758,337026.279,2049.808,r421_05-21
45507,4481238.048,337016.24,2049.484,r421_05-21
45509,4481265.15,337002.683,2049.643,r421_05-21
45511,4481291.032,336990.354,2049.341,r421_05-21
45513,4481321.02,336975.77,2049.657,r421_05-21
45515,4481344.237,336963.529,2049.786,r421_05-21
45517,4481365.865,336939.735,2049.572,r421_05-21
45519,4481383.315,336915.49,2049.328,r421_05-21
45521,4481405.486,336888.035,2048.224,r421_05-21
45523,4481421.507,336867.252,2047.758,r421_05-21
45525,4481437.814,336845.21,2047.901,r421_05-21
45527,4481457.247,336819.397,2047.391,r421_05-21
45529,4481473.552,336798.464,2046.081,r421_05-21
45530,4481483.589,336785.175,2046.415,r421_05-21
45531,4481495.921,336776.692,2049.406,r421_05-21
45220,4477512.591,338737.329,2157.836,r421_05-21
45221,4477520.598,338725.045,2157.782,r421_05-21
45222,4477537.311,338713.19,2156.8,r421_05-21
45223,4477546.96,338708.341,2156.441,r421_05-21
45224,4477556.039,338705.548,2155.962,r421_05-21
45225,4477571.57,338704.547,2154.841,r421_05-21
45226,4477588.656,338706.537,2154.04,r421_05-21
45227,4477604.461,338707.213,2153.047,r421_05-21
45228,4477619.942,338707.37,2151.412,r421_05-21
45229,4477634.54,338705.982,2150.983,r421_05-21
45230,4477647.864,338703.791,2150.666,r421_05-21
45231,4477659.034,338697.438,2150.693,r421_05-21
45232,4477666.587,338681.406,2150.447,r421_05-21
45233,4477681.639,338672.194,2149.379,r421_05-21
45234,4477688.711,338658.709,2148.546,r421_05-21
45235,4477689.877,338636.377,2147.803,r421_05-21
45236,4477695.415,338620.296,2147.474,r421_05-21
45237,4477703.245,338607.625,2147.399,r421_05-21
45238,4477714.923,338598.055,2147.116,r421_05-21
45239,4477729.596,338592.061,2146.527,r421_05-21
45240,4477744.621,338587.017,2146.087,r421_05-21
45241,4477755.73,338583.086,2145.397,r421_05-21
45242,4477777.112,338578.131,2145.229,r421_05-21
