B,4476057.001,336550.855,2166.145,
tp,4476056.672,336546.243,2166.423,
43101,4476897.815,334041.164,2103.641,
43102,4476892.771,334050.590,2103.694,
43103,4476892.509,334066.625,2103.198,
43104,4476892.810,334081.548,2102.705,
43105,4476891.186,334096.908,2102.255,
43106,4476890.341,334111.977,2101.732,
43107,4476890.321,334128.135,2101.045,
43108,4476890.351,334144.124,2100.493,
43109,4476890.831,334161.164,2099.843,
43110,4476889.547,334178.100,2098.778,
43111,4476889.729,334185.571,2098.417,
43112,4476889.737,334199.373,2097.707,
43113,4476889.763,334213.708,2097.053,
43114,4476889.730,334227.982,2096.339,
43115,4476890.036,334241.157,2095.801,
43116,4476889.788,334255.602,2095.153,
43117,4476889.979,334268.815,2094.698,
43118,4476889.773,334281.895,2094.112,
43119,4476889.936,334301.640,2093.281,
43120,4476890.999,334316.029,2092.973,
43121,4476890.872,334330.504,2092.561,
43122,4476890.380,334345.034,2092.242,
43123,4476893.362,334364.885,2091.378,
43124,4476891.574,334379.751,2091.102,
43125,4476891.596,334394.113,2090.863,
43126,4476890.729,334410.338,2090.819,
43127,4476890.434,334426.636,2090.836,
43128,4476890.992,334441.778,2090.210,
43129,4476891.488,334458.497,2090.413,
43130,4476890.250,334471.958,2091.718,
43131,4476891.260,334485.507,2092.631,
43132,4476891.292,334500.041,2093.668,
43133,4476890.759,334513.613,2093.967,
43134,4476891.353,334529.862,2094.210,
43135,4476891.717,334545.384,2093.970,
43136,4476892.069,334559.331,2093.787,
43137,4476891.589,334574.836,2094.104,
43138,4476891.638,334589.569,2094.674,
43139,4476893.914,334610.225,2094.706,
43140,4476891.692,334619.711,2093.900,
43141,4476892.059,334635.148,2093.189,
43142,4476891.460,334649.432,2092.583,
43143,4476891.462,334664.202,2092.137,
43144,4476891.236,334679.696,2091.812,
43145,4476891.724,334694.471,2091.256,
43146,4476891.786,334710.937,2091.205,
43147,4476891.842,334724.267,2091.416,
43148,4476891.343,334738.395,2091.752,
43149,4476890.939,334761.183,2093.129,
43150,4476890.553,334771.322,2093.824,
43151,4476890.608,334784.925,2094.388,
43152,4476890.552,334799.122,2094.540,
43153,4476891.104,334815.096,2094.781,
43154,4476890.760,334830.124,2095.478,
43155,4476891.062,334844.290,2095.933,
43156,4476890.531,334861.460,2096.425,
43157,4476891.726,334875.276,2096.590,
43158,4476892.351,334890.063,2096.727,
43159,4476891.348,334902.502,2097.079,
43160,4476891.756,334919.083,2097.176,
43161,4476891.493,334938.534,2097.010,
43162,4476891.864,334953.231,2096.885,
43163,4476888.947,334968.265,2098.318,
